"剤形・規格・銘柄不明コード","薬剤成分名(剤形・規格・銘柄不明)","(空欄)","登録年月日","除外年月日","変更区分"
"GCM1112700X1ZZZ","ハロタン","","","",""
"GCM1119402A1ZZZ","プロポフォール","","","",""
"GCM1124017B1ZZZ","ジアゼパム","","20260801","99999999","1"
